trip_id,t,speed_kmph,accel_x,accel_y,accel_z,gyro_z,steering_angle_deg,brake_pressure,label_hard_braking_3s,bp_ema_1s,bp_ema_2s,bp_max_0_5s,bp_std_0_5s,speed_min_0_5s,bp_max_1s,bp_std_1s,speed_min_1s,bp_max_2s,bp_std_2s,speed_min_2s,bp_roc,accel_x_roc,speed_roc,speed_delta_1s,speed_delta_2s,accel_x_std_1s,gyro_z_std_1s
1,0.0,48.2186814566789,0.4152595996423748,-0.0405354147420973,9.775863127783834,0.3339004894662117,-0.0172256985013028,0.3834068775772398,0,0.3834068775772398,0.3834068775772398,0.3834068775772398,0.0,48.2186814566789,0.3834068775772398,0.0,48.2186814566789,0.3834068775772398,0.0,48.2186814566789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.1,48.40629425563051,-0.5400977920287693,-0.0366373554997191,9.785268208140316,0.1654691110341656,0.0708332776642848,0.6862868149213426,0,0.43847595709434933,0.4122525858957258,0.6862868149213426,0.21416845758137168,48.2186814566789,0.6862868149213426,0.21416845758137168,48.2186814566789,0.6862868149213426,0.21416845758137168,48.2186814566789,3.0287993734410277,-9.553573916711441,1.876127989516121,0.1876127989516121,0.1876127989516121,0.6755396901073585,0.11909896985389741
1,0.2,47.918535458467055,-0.6420268569694523,-0.0229209229939698,9.76548714108048,0.2941116690265513,0.1497887619380984,1.5875422677346025,0,0.6473971044834863,0.5241849365470473,1.5875422677346025,0.6263571512458135,47.918535458467055,1.5875422677346025,0.6263571512458135,47.918535458467055,1.5875422677346025,0.6263571512458135,47.918535458467055,9.012554528132599,-1.01929064940683,-4.877587971634583,-0.3001459982118462,-0.3001459982118462,0.5832312193626079,0.08803520810763062
1,0.3,47.95049555925888,0.1634502162871055,0.0090027484776791,9.844442188942722,0.5583935418491139,0.3026181147511893,2.1119233238960677,0,0.9136745989221375,0.675398116294573,2.1119233238960677,0.7983902418031522,47.918535458467055,2.1119233238960677,0.7983902418031522,47.918535458467055,2.1119233238960677,0.7983902418031522,47.918535458467055,5.243810561614652,8.054770732565576,0.31960100791827983,-0.2681858974200182,-0.2681858974200182,0.5202669997645529,0.16358810938893856
1,0.4,47.9462952698828,0.2845721330206922,0.0230170859789548,9.729094263321,0.4857665494128856,0.5863746659806567,0.4977323201650536,0,0.8380487300572131,0.6584775642822378,2.1119233238960677,0.7579922546154853,47.918535458467055,2.1119233238960677,0.7579922546154853,47.918535458467055,2.1119233238960677,0.7579922546154853,47.918535458467055,-16.14191003731014,1.2112191673358668,-0.042002893760795246,-0.2723861867960977,-0.2723861867960977,0.4908436063913415,0.15633183565788777
1,0.5,48.16614476359851,0.432833808863999,0.0113216060824107,9.75032570325968,0.7796590380522932,0.779462008747733,2.5705113587524564,0,1.15304193527453,0.8405760208984492,2.5705113587524564,0.8936378950347162,47.918535458467055,2.5705113587524564,0.9182903946412384,47.918535458467055,2.5705113587524564,0.9182903946412384,47.918535458467055,20.727790385874027,1.4826167584330685,2.198494937157065,-0.05253669308039122,-0.05253669308039122,0.4835744743394452,0.21877006720511555
1,0.6000000000000001,48.182652437988814,0.2134114199339908,0.0052297596544374,9.783561355766416,1.2322232485366675,0.9860878217284228,0.1394588142337169,0,0.9687540950852912,0.7738029535970461,2.5705113587524564,1.0384400869157038,47.918535458467055,2.5705113587524564,0.9472037455697827,47.918535458467055,2.5705113587524564,0.9472037455697827,47.918535458467055,-24.310525445187395,-2.194223889300082,0.16507674390304317,-0.0360290186900869,-0.0360290186900869,0.44751503796112524,0.3611117165218932
1,0.7000000000000001,48.29952977355183,0.3280681360493876,0.0152079463400675,9.88068754241195,1.201789650023583,1.2215563548803523,1.6161605433793862,0,1.0864643584114901,0.854027485957269,2.5705113587524564,1.03993790792722,47.9462952698828,2.5705113587524564,0.892983052090005,47.918535458467055,2.5705113587524564,0.892983052090005,47.918535458467055,14.76701729145669,1.146567161153968,1.1687733556301794,0.08084831687293104,0.08084831687293104,0.4260876729549478,0.4060636270918056
1,0.8,48.39171746957245,0.3261982916826389,0.1644282516863937,9.852714027454644,0.8705288119751617,1.4522241824558573,0.643079509359221,0,1.0058489313110774,0.8339372024717406,2.5705113587524564,0.9902965296063758,47.9462952698828,2.5705113587524564,0.8556259696619872,47.918535458467055,2.5705113587524564,0.8556259696619872,47.918535458467055,-9.730810340201652,-0.018698443667486964,0.9218769602061627,0.1730360128935473,0.1730360128935473,0.40680010487673335,0.388110266557889
1,0.9,48.61133004489927,0.3158309787962389,0.0081897121942101,9.71795795983764,0.9629702505786574,1.7301881167771562,0.8238069471380487,0,0.9727503887341631,0.8329724162494843,2.5705113587524564,0.9512297115856277,48.16614476359851,2.5705113587524564,0.8127622107105242,47.918535458467055,2.5705113587524564,0.8127622107105242,47.918535458467055,1.8072743777882772,-0.10367312886400026,2.1961257532682055,0.39264858822036786,0.39264858822036786,0.38906784381534065,0.3784107749069171
