trip_id,t,speed_kmph,lat,lon,accel_x,accel_y,accel_z,gyro_z,steering_angle_deg,brake_pressure,label_hard_braking_3s,brake_pressure_ema_5s
1,0.0,48.2186814566789,12.97160040283408,77.59461237582427,0.4152595996423748,-0.04053541474209739,9.775863127783834,0.33390048946621176,-0.017225698501302872,0.3834068775772398,0,1.1023085399444819
1,0.1,48.40629425563051,,,-0.5400977920287693,-0.036637355499719144,9.785268208140316,0.1654691110341656,0.07083327766428481,0.6862868149213426,0,1.1742802666689327
1,0.2,47.918535458467055,,,-0.6420268569694523,-0.022920922993969875,9.76548714108048,0.2941116690265513,0.14978876193809845,1.5875422677346025,0,1.1763008784672688
1,0.30000000000000004,47.950495559258876,,,0.16345021628710552,0.009002748477679129,9.844442188942722,0.5583935418491139,0.3026181147511893,2.1119233238960673,0,1.1938042025591513
1,0.4,47.9462952698828,,,0.28457213302069223,0.02301708597895486,9.729094263321,0.48576654941288566,0.5863746659806567,0.4977323201650536,0,1.17288123071285
1,0.5,48.16614476359851,,,0.432833808863999,0.011321606082410741,9.75032570325968,0.7796590380522932,0.779462008747733,2.5705113587524564,0,1.1401108054745601
1,0.6000000000000001,48.182652437988814,,,0.2134114199339908,0.005229759654437411,9.783561355766416,1.2322232485366675,0.9860878217284227,0.1394588142337169,0,1.1244737055017748
1,0.7000000000000001,48.299529773551825,,,0.32806813604938767,0.015207946340067596,9.88068754241195,1.201789650023583,1.2215563548803525,1.6161605433793862,0,1.1203786489854832
1,0.8,48.39171746957245,,,0.3261982916826389,0.1644282516863937,9.852714027454644,0.8705288119751617,1.4522241824558573,0.643079509359221,0,1.106208544774842
1,0.9,48.61133004489927,,,0.3158309787962389,0.008189712194210143,9.717957959837639,0.9629702505786574,1.7301881167771562,0.8238069471380487,0,1.1112262417098353
1,1.0,48.56511445401296,12.97164188536144,77.59472485417513,0.33351063671560405,0.023970737651481736,9.867567354437625,0.44634127177120486,1.9224665604408901,0.2718512315697655,0,1.1257877109026222
1,1.1,48.870749788681465,,,0.34481597841071965,0.22070950500591266,9.867471010849185,0.5011426999624126,2.063202215916521,0.7547578162636877,0,1.0980938647774943
1,1.2000000000000002,48.76366783314069,,,-0.029028958492832088,0.0825862453185304,9.741299583698869,0.33175872858601363,2.2714461252364555,0.048297197103910935,0,1.116373914945668
1,1.3,48.89674512952902,,,0.3423034606998746,-0.00600665977803054,9.673927086470178,0.04478488012457483,2.3188920250318064,0.6192847769963344,0,1.099117865199022
1,1.4000000000000001,48.99992828242802,,,0.9150978100880872,0.10503804444525949,9.796388918882638,-0.17230093074365432,2.3107509666318804,1.2980444389903423,0,1.125689836113017
1,1.5,49.53534018264564,,,0.5534429151596727,0.016318876435662676,9.856121220464992,-0.48429414619673006,2.2464260304258774,0.03505971299383912,0,1.100985294128604
1,1.6,49.407279500377754,,,0.06838330069131865,0.10171290426566248,9.87956309849001,-0.5452230517340935,2.049651245723001,4.415831503023721,0,1.0838928982423783
1,1.7000000000000002,49.56127435602163,,,0.15300488847091437,0.042429399075782206,9.756458636781938,-0.5181309003677302,1.9240732753310095,2.517405227240056,0,1.0681294734357338
1,1.8,49.532787491607905,,,-0.3777680695995914,0.027979210045012883,9.887598955233148,-0.4447206751920213,1.8158518647937727,0.44638714533049295,0,1.0520939588934402
1,1.9000000000000001,49.326667187685096,,,0.10023483573192354,0.12701708096179645,9.688603380209166,-0.46538066290058705,1.6989977899353017,1.2349203312484467,0,1.042610801109714
1,2.0,49.512480730485954,12.971720978822589,77.59482091113107,-0.06467439539910726,0.0741245441398708,9.781597469308537,-0.29383948759484896,1.6651974713452449,1.6861654434792266,0,1.0283212850934305
1,2.1,49.219681937895324,,,-0.6986139287883087,0.09384723102036327,9.779139466539213,-0.08429596914275292,1.6529153229571658,0.5046688535004673,0,1.044788820271132
1,2.2,49.05330451107315,,,-0.1450883090760286,0.06904079327160204,9.857616851246215,0.4686992017814657,1.7354724127274916,0.844121746975473,0,1.030936896687755
1,2.3000000000000003,49.082475963358334,,,0.2836810343631136,0.027912014666883027,9.86491512329699,0.19726990898522193,1.8385713387632816,1.1055141958270367,0,1.0224435818043194
1,2.4000000000000004,49.30033315784538,,,0.44353854136120685,0.08149634710333528,9.84771118277167,-0.15556768770513613,1.8594504558267209,1.0231894047668597,0,1.049356063307413
1,2.5,49.47006154861335,,,0.4188273114792379,0.11270999093409542,9.732472497562705,-0.06062711322091617,1.9011215146225438,0.7946142360897335,0,1.036778270406445
1,2.6,49.54234139828585,,,-0.5418961718454326,0.05721142595787625,9.843130951589947,-0.3983654225940078,1.8338685706675335,3.045545161504652,0,1.0454616708592865
1,2.7,49.17805244332193,,,-0.5951322471043161,0.13913998065970673,9.825452098429675,0.013074329565077702,1.795600403209496,1.230857397022352,0,1.057833064054667
1,2.8000000000000003,49.060459279748734,,,-0.27907712720011335,0.0892919877070264,9.716438280736021,-0.5343173979473301,1.7158773240270995,1.6838972771318554,0,1.0324879518943577
1,2.9000000000000004,48.99167371694206,,,-0.41309503620475074,0.053381197287807394,9.696649308559916,-0.4366886605675814,1.571853333354843,0.5661150471701084,0,1.0248543890970037
